LEAID,grad_rate
2104950,98.0
2105070,95.0
2105100,94.0
2105130,95.0
2105160,97.0
2105260,93.0
2105320,93.0
2105400,95.0
2105430,92.0
2105490,96.0
2105520,95.0
2105550,92.0
2105580,92.0
2105640,92.0
2105700,95.0
2105730,98.0
2105760,95.0
2105790,94.0
2105820,82.0
2105880,97.0
2106000,97.0
2200017,95.0
2200022,95.0
2200030,93.0
2200039,93.0
2200040,72.0
2200047,5.0
2200060,95.0
2200090,88.0
2200120,94.0
2200125,85.0
2200148,95.0
2200150,85.0
2200156,82.0
2200157,40.0
2200160,95.0
2200180,94.0
2200197,87.0
2200207,79.0
2200210,92.0
2200221,22.0
2200233,37.0
2200237,92.0
2200238,52.0
2200240,72.0
2200261,82.0
2200265,72.0
2200270,86.0
2200281,92.0
2200291,92.0
2200294,98.0
2200297,95.0
2200299,95.0
2200300,81.0
2200330,88.0
2200360,95.0
2200480,80.0
2200510,93.0
2200540,72.0
2200600,82.0
2200630,81.0
2200660,82.0
2200690,83.0
2200720,86.0
2200750,94.0
2200780,87.0
2200810,98.0
2200840,73.0
2200870,77.0
2200900,96.0
2200960,95.0
2200990,98.0
2201020,87.0
2201080,90.0
2201110,72.0
2201140,86.0
2201170,79.0
2201200,87.0
2201230,93.0
2201260,72.0
2201290,82.0
2201350,82.0
2201380,95.0
2201410,95.0
2201440,86.0
2201500,85.0
2201530,81.0
2201560,74.0
2201590,82.0
2201620,95.0
2201650,84.0
2201680,76.0
2201740,90.0
2201770,87.0
2201800,95.0
2201830,94.0
2201860,84.0
2201890,84.0
2201920,83.0
2201980,92.0
2202010,87.0
2300053,95.0
2302610,78.0
2302640,77.0
2302820,85.0
2303150,87.0
2303510,87.0
2303780,92.0
2303930,95.0
2305500,87.0
2305670,95.0
2306060,94.0
2306510,92.0
2307320,64.0
2308500,87.0
2309930,87.0
2310500,82.0
2310530,96.0
2310590,87.0
2310710,87.0
2310770,78.0
2310860,87.0
2311370,92.0
2311520,87.0
2311550,87.0
2311790,85.0
2312330,88.0
2313350,82.0
2313490,95.0
2313560,82.0
2313860,87.0
2314100,95.0
2314130,95.0
2314160,87.0
2314210,87.0
2314240,95.0
2314330,87.0
2314590,82.0
2314670,89.0
2314700,85.0
2314768,87.0
2314772,82.0
2314773,95.0
2314775,87.0
2314776,87.0
2314779,92.0
2314782,82.0
2314783,77.0
2314785,92.0
2314787,72.0
2314789,95.0
2314793,88.0
2314794,72.0
2314795,82.0
2314809,87.0
2314815,87.0
2314822,82.0
2400030,90.0
2400060,89.0
2400090,72.0
2400120,89.0
2400150,94.0
2400180,89.0
2400210,96.0
2400240,91.0
2400270,93.0
2400300,82.0
2400330,92.0
2400360,90.0
2400390,89.0
2400420,92.0
2400450,92.0
2400480,88.0
2400510,78.0
2400540,96.0
2400570,87.0
2400600,95.0
2400630,94.0
2400660,93.0
2400690,83.0
2400720,93.0
2500001,82.0
2500013,92.0
2500028,95.0
2500049,7.5
2500058,95.0
2500067,95.0
2500082,87.0
2500085,95.0
2500090,12.0
2500541,95.0
2500544,87.0
2500554,99.0
2500556,31.0
2501650,92.0
2501710,96.0
2501800,93.0
2501860,82.0
2501920,91.0
2501950,94.0
2501980,93.0
2502040,95.0
2502100,95.0
2502110,95.0
2502160,77.0
2502190,91.0
2502220,92.0
2502310,88.0
2502400,95.0
2502430,92.0
2502460,87.0
2502490,98.0
2502530,92.0
2502640,88.0
2502670,87.0
2502710,99.0
2502715,87.0
2502740,98.0
2502790,75.0
2502820,92.0
2502940,93.0
2503030,94.0
2503070,95.0
2503080,95.0
2503090,74.0
2503150,93.0
2503240,95.0
2503270,88.0
2503300,98.0
2503310,92.0
2503360,92.0
2503390,92.0
2503510,93.0
2503540,59.0
2503660,81.0
2503750,87.0
2503870,98.0
2503990,92.0
2504020,93.0
2504050,87.0
2504140,82.0
2504200,91.0
2504290,95.0
2504320,89.0
2504360,91.0
2504410,96.0
2504440,95.0
2504500,98.0
2504560,90.0
2504590,87.0
2504620,96.0
2504770,79.0
2504800,92.0
2504830,71.0
2504860,84.0
2504890,76.0
2504950,95.0
2504980,82.0
2505010,97.0
2505020,92.0
2505070,92.0
2505130,82.0
2505220,95.0
2505280,86.0
2505370,95.0
2505470,94.0
2505480,93.0
2505485,98.0
2505500,98.0
2505670,92.0
2505730,96.0
2505740,92.0
2505790,95.0
2505880,95.0
2505970,81.0
2506090,99.0
2506240,95.0
2506270,72.0
2506330,98.0
2506390,87.0
2506480,92.0
2506510,95.0
2506660,72.0
2506720,95.0
2506780,87.0
2506840,96.0
2506930,97.0
2506960,95.0
2506990,96.0
2507020,80.0
2507050,90.0
2507110,74.0
2507140,95.0
2507170,80.0
2507230,94.0
2507260,97.0
2507320,79.0
2507350,97.0
2507380,92.0
2507410,95.0
2507440,92.0
2507530,97.0
2507560,90.0
2507590,96.0
2507620,94.0
2507680,92.0
2507740,89.0
2507770,95.0
2507860,85.0
2507890,92.0
2507920,95.0
2507980,94.0
2507985,87.0
2508050,99.0
2508250,82.0
2508280,87.0
2508310,95.0
2508320,95.0
2508340,97.0
2508370,97.0
2508430,59.0
2508440,91.0
2508580,95.0
2508610,96.0
2508650,95.0
2508700,96.0
2508730,95.0
2508790,94.0
2508820,98.0
2508850,93.0
2508860,95.0
2508910,95.0
2508940,92.0
2508950,95.0
2508960,98.0
2509000,93.0
2509030,95.0
2509060,94.0
2509140,95.0
2509150,95.0
2509270,87.0
2509310,82.0
2509360,82.0
2509420,98.0
2509450,95.0
2509630,81.0
2509720,92.0
2509870,92.0
2509900,82.0
2509930,77.0
2509990,96.0
2510050,80.0
2510170,87.0
2510380,82.0
2510470,92.0
2510500,82.0
2510560,92.0
2510590,92.0
2510615,99.0
2510620,97.0
2510770,95.0
2510830,96.0
2510890,84.0
2510920,92.0
2510930,92.0
2511010,67.0
2511020,96.0
2511050,95.0
2511060,95.0
2511130,77.0
2511220,92.0
2511250,91.0
2511400,92.0
2511430,92.0
2511460,95.0
2511490,98.0
2511520,89.0
2511580,93.0
2511735,94.0
2511740,92.0
2511760,95.0
2511800,95.0
2511850,82.0
2511880,96.0
2511910,95.0
2511970,95.0
2512000,82.0
2512060,77.0
2512180,92.0
2512210,97.0
2512240,67.0
2512270,97.0
2512510,89.0
2512600,97.0
2512630,88.0
2512660,98.0
2512750,95.0
2512810,99.0
2512840,86.0
2512930,94.0
2512950,97.0
2513050,97.0
2513110,94.0
2513170,82.0
2513200,90.0
2513230,84.0
2600005,73.0
2600013,82.0
2600015,77.0
2600016,95.0
2600139,87.0
2600164,87.0
2600168,95.0
2600171,92.0
2600225,95.0
2600227,77.0
2600232,95.0
2600242,82.0
2600284,92.0
2600322,13.0
2600949,47.0
2600952,92.0
2600956,92.0
2600961,92.0
2600969,67.0
2600972,34.0
2600977,92.0
2600981,72.0
2600984,67.0
2600992,48.0
2600993,92.0
2601023,32.0
2601030,92.0
2601050,52.0
2601066,27.0
2601070,37.0
2601077,30.0
2601088,7.5
2601091,5.0
2601095,87.0
2601103,77.0
2601104,12.0
2601112,5.0
2601950,87.0
2601980,81.0
2602190,92.0
2602220,64.0
2602520,87.0
2602550,93.0
2602640,92.0
2602670,92.0
2602730,78.0
2602790,92.0
2602820,89.0
2603240,95.0
2603540,67.0
2603690,88.0
2603870,57.0
2603900,87.0
2604260,82.0
2604440,87.0
2604470,93.0
2604530,92.0
2604830,65.0
2604950,77.0
2605010,96.0
2605430,32.0
2605780,72.0
2605820,87.0
2605850,97.0
2606090,95.0
2606500,87.0
2606570,87.0
2606600,67.0
2606720,95.0
2606780,77.0
2606870,94.0
2606990,67.0
2607080,77.0
2607140,82.0
2607320,95.0
2607560,94.0
2607590,77.0
2607620,91.0
2607690,52.0
2607890,82.0
2608040,77.0
2608070,77.0
2608520,85.0
2608580,72.0
2608770,82.0
2608910,82.0
2608940,94.0
2609150,87.0
2609560,72.0
2609570,92.0
2609750,82.0
2609840,87.0
2609900,90.0
2609930,82.0
2610080,34.0
2610110,65.0
2610140,77.0
2610380,57.0
2610590,52.0
2610620,87.0
2610830,91.0
2610860,92.0
2611030,82.0
2611140,82.0
2611430,86.0
2611550,97.0
2611600,95.0
2611610,82.0
2611640,47.0
2611910,77.0
2612030,97.0
2612150,77.0
2612300,92.0
2612330,87.0
2612420,93.0
2612450,70.0
2612480,94.0
2612600,93.0
2612690,82.0
2612930,67.0
2612990,95.0
2613500,82.0
2613530,92.0
2614070,91.0
2614100,77.0
2614230,72.0
2614250,91.0
2614280,73.0
2614460,78.0
2614520,67.0
2614550,85.0
2614610,96.0
2614730,87.0
2614760,95.0
2614820,94.0
2615060,92.0
2615150,77.0
2615390,80.0
2615540,65.0
2615730,82.0
2615870,87.0
2615970,67.0
2615990,82.0
2616080,82.0
2616110,87.0
2616320,95.0
2616350,91.0
2616380,79.0
2616410,95.0
2616440,71.0
2616470,94.0
2616500,87.0
2617160,89.0
2617220,95.0
2617250,88.0
2617400,87.0
2617520,77.0
2617730,95.0
2617760,54.0
2617820,87.0
2617910,94.0
2617940,96.0
2617970,82.0
2618030,47.0
2618180,72.0
2618390,87.0
2618420,88.0
2618450,90.0
2618480,82.0
2618570,92.0
2618600,62.0
2618720,89.0
2618810,77.0
2618840,93.0
2618930,92.0
2618990,91.0
2619050,95.0
2619100,92.0
2619250,80.0
2619410,67.0
2619580,82.0
2619620,59.0
2619800,87.0
2619830,95.0
2619920,77.0
2619950,75.0
2620050,72.0
2620070,82.0
2620160,77.0
2620280,88.0
2620340,78.0
2620380,87.0
2620550,92.0
2620670,95.0
2620730,95.0
2620820,92.0
2620850,92.0
2620880,95.0
2620940,82.0
2620980,92.0
2621120,87.0
2621150,64.0
2621180,85.0
2621240,87.0
2621450,92.0
2621570,87.0
2621600,86.0
2621690,94.0
2621840,93.0
2621870,86.0
2622050,92.0
2622200,87.0
2622290,82.0
2622410,82.0
2622970,62.0
2623040,95.0
2623070,92.0
2623130,87.0
2623250,93.0
2623460,93.0
2623550,82.0
2623790,82.0
2623820,93.0
2623850,85.0
2623910,92.0
2624120,95.0
2624150,85.0
2624420,72.0
2624720,59.0
2624750,70.0
2624840,78.0
2624960,87.0
2625230,72.0
2625320,87.0
2625560,69.0
2625680,89.0
2625740,95.0
2625950,84.0
2625980,97.0
2626010,86.0
2626130,95.0
2626190,61.0
2626220,77.0
2626280,95.0
2626370,92.0
2626520,82.0
2626760,48.0
2627060,95.0
2627150,92.0
2627210,86.0
2627240,92.0
2627420,82.0
2627660,82.0
2627810,92.0
2627900,77.0
2627930,92.0
2628140,81.0
2628170,77.0
2628530,84.0
2628560,90.0
2628740,60.0
2628830,78.0
2628890,92.0
2628950,91.0
2629120,77.0
2629460,59.0
2629490,87.0
2629540,85.0
2629670,87.0
2629760,78.0
2629910,92.0
2629940,97.0
2630030,93.0
2630090,90.0
2630120,69.0
2630210,89.0
2630300,84.0
2630390,79.0
2630450,80.0
2630660,95.0
2630990,84.0
2631320,77.0
2631380,82.0
2632220,95.0
2632250,94.0
2632280,94.0
2632300,72.0
2632310,90.0
2632340,72.0
2632370,87.0
2632550,99.0
2632670,79.0
2632820,90.0
2632850,95.0
2632940,92.0
2633030,87.0
2633090,93.0
2633410,87.0
2633420,82.0
2633540,66.0
2633720,87.0
2633810,92.0
2633840,87.0
2633870,83.0
2633900,94.0
2633930,82.0
2634260,90.0
2634470,93.0
2634560,91.0
2634680,72.0
2634950,82.0
2635160,92.0
2635190,82.0
2635220,87.0
2635310,85.0
2635460,82.0
2635520,92.0
2635550,89.0
2635820,91.0
2635850,92.0
2635910,91.0
2635940,76.0
2635970,46.0
2636300,92.0
2636420,95.0
2636485,76.0
2636540,78.0
2636570,76.0
2636600,92.0
2636630,60.0
2636660,92.0
2700008,87.0
2700017,93.0
2700025,18.0
2700026,54.0
2700058,62.0
2700117,51.0
2700124,92.0
2700128,92.0
2700160,27.0
2700193,42.0
2700341,18.0
2700342,87.0
2700351,92.0
2700379,92.0
2702264,25.0
2702930,95.0
2702970,78.0
2703060,88.0
2703150,92.0
2703180,87.0
2703450,76.0
2703870,95.0
2704050,87.0
2704440,76.0
2705460,93.0
2705790,81.0
2706090,85.0
2706240,61.0
2707200,93.0
2707290,78.0
2707350,95.0
2707410,87.0
2708070,42.0
2708100,90.0
2708190,95.0
2709420,82.0
2709440,92.0
2709510,87.0
2709720,82.0
2710060,87.0
2710170,95.0
2710230,87.0
2710260,92.0
2711040,78.0
2711130,92.0
2711250,97.0
2711370,91.0
2711670,97.0
2711760,68.0
2711820,93.0
2711880,69.0
2712240,92.0
2712270,85.0
2712420,81.0
2713170,91.0
2713530,96.0
2713920,95.0
2713980,87.0
2714190,92.0
2714220,88.0
2714260,86.0
2714280,59.0
2714970,86.0
2715000,92.0
2715030,88.0
2715750,92.0
2716980,95.0
2717780,93.0
2718240,88.0
2718750,93.0
2718780,88.0
2718940,77.0
2720550,92.0
2720670,92.0
2721240,69.0
2721390,94.0
2721420,76.0
2721480,87.0
2722920,95.0
2722950,90.0
2723430,93.0
2723490,95.0
2723820,85.0
2723850,85.0
2723880,92.0
2723910,95.0
2725080,97.0
2725200,85.0
2728050,83.0
2728080,72.0
2728200,95.0
2728230,77.0
2728380,92.0
2730030,81.0
2730060,92.0
2730090,92.0
2730480,92.0
2731750,79.0
2731780,80.0
2731800,87.0
2732070,92.0
2732390,91.0
2732430,88.0
2732820,98.0
2732880,90.0
2733000,83.0
2733270,81.0
2733330,82.0
2733420,95.0
2733510,71.0
2733540,86.0
2733780,92.0
2733790,95.0
2733810,92.0
2733840,75.0
2733870,92.0
2738160,87.0
2738190,92.0
2738850,92.0
2740740,92.0
2741460,96.0
2741880,82.0
2741910,95.0
2742160,97.0
2742270,92.0
2742360,88.0
2742720,72.0
2744070,79.0
2744160,75.0
2800185,77.0
2800187,74.0
2800189,86.0
2800191,85.0
2800390,88.0
2800450,87.0
2800570,92.0
2800600,87.0
2800630,85.0
2800750,86.0
2800820,92.0
2800840,79.0
2800870,87.0
2800900,72.0
2801020,87.0
2801050,82.0
2801090,88.0
2801170,92.0
2801194,95.0
2801200,80.0
2801220,82.0
2801260,95.0
2801290,82.0
2801320,88.0
2801510,87.0
2801530,87.0
2801560,83.0
2801590,87.0
2801620,71.0
2801650,82.0
2801680,82.0
2801710,89.0
2801740,84.0
2801770,87.0
2801800,72.0
2801830,77.0
2801860,85.0
2801980,72.0
2802010,87.0
2802040,82.0
2802100,84.0
2802160,89.0
2802190,74.0
2802250,82.0
2802280,88.0
2802340,82.0
2802370,82.0
2802400,93.0
2802430,84.0
2802460,77.0
2802490,92.0
2802520,82.0
2802550,81.0
2802580,77.0
2802640,88.0
2802670,90.0
2802700,83.0
2802730,92.0
2802790,91.0
2802820,92.0
2802850,77.0
2802880,67.0
2802910,73.0
2802940,92.0
2803000,77.0
2803030,84.0
2803060,84.0
2803120,87.0
2803150,92.0
2803240,87.0
2803270,87.0
2803300,77.0
2803360,87.0
2803450,90.0
2803480,87.0
2803510,82.0
2803520,94.0
2803530,88.0
2803540,87.0
2803630,77.0
2803660,79.0
2803690,87.0
2803720,95.0
2803750,87.0
2803780,77.0
2803830,90.0
2803900,82.0
2803930,87.0
2803990,86.0
2804020,82.0
2804050,86.0
2804080,82.0
2804110,85.0
2804170,86.0
2804230,82.0
2804260,87.0
2804290,92.0
2804320,88.0
2804350,88.0
2804440,67.0
2804470,72.0
2804530,77.0
2804560,92.0
2804680,82.0
2804770,72.0
2804800,77.0
2900009,38.0
2900029,77.0
2900579,87.0
2900595,95.0
2901000,88.0
2902910,92.0
2904020,95.0
2904050,95.0
2904500,92.0
2904620,89.0
2905310,95.0
2905370,92.0
2905430,93.0
2905580,95.0
2905760,94.0
2906120,95.0
2906510,87.0
2906990,90.0
2907020,92.0
2907120,89.0
2907350,93.0
2907460,91.0
2908170,95.0
2908250,87.0
2908370,90.0
2908760,95.0
2909720,99.0
2909860,87.0
2910500,91.0
2910770,95.0
2911340,92.0
2911650,95.0
2911910,92.0
2912010,87.0
2912030,92.0
2912290,96.0
2912300,93.0
2912540,92.0
2912550,92.0
2913080,98.0
2913140,87.0
2913650,90.0
2913760,92.0
2913830,86.0
2914250,87.0
2914340,86.0
2914430,92.0
2914550,95.0
2915480,94.0
2915600,94.0
2916190,84.0
2916290,87.0
2916350,79.0
2916400,71.0
2916450,95.0
2916500,95.0
2916740,92.0
2916770,97.0
2917820,96.0
2917850,87.0
2918270,92.0
2918300,95.0
2918540,95.0
2918690,96.0
2919170,92.0
2920410,87.0
2920430,93.0
2920490,92.0
2920610,92.0
2920670,93.0
2920810,82.0
2921100,87.0
2921120,92.0
2921600,87.0
2921810,82.0
2921840,92.0
2922530,91.0
2922650,72.0
2922740,92.0
2922800,96.0
2922890,92.0
2923010,95.0
2923100,95.0
2923160,87.0
2923340,87.0
2923430,96.0
2923460,91.0
2923550,92.0
2923580,95.0
2923700,91.0
2923730,92.0
2924530,87.0
2925230,95.0
2925330,95.0
2925450,92.0
2925500,95.0
2926070,85.0
2926160,95.0
2926220,93.0
2926480,95.0
2926640,79.0
2926670,79.0
2926760,58.0
2926850,97.0
2926890,89.0
2927060,81.0
2927090,95.0
2927570,95.0
2927630,95.0
2927830,95.0
2927900,92.0
2928260,90.0
2928410,95.0
2928560,92.0
2928860,86.0
2928920,85.0
2928950,96.0
2929100,87.0
2929170,95.0
2929250,92.0
2929280,78.0
2929370,87.0
2929760,87.0
2930450,96.0
2930570,84.0
2930660,87.0
2931020,91.0
2931050,94.0
2931110,91.0
2931440,92.0
2931500,91.0
2931530,97.0
2931650,95.0
2931680,94.0
2932010,97.0
2932100,95.0
2932190,92.0
2932310,82.0
3003330,89.0
3003900,85.0
3004590,88.0
3005190,57.0
3005310,86.0
3007140,87.0
3007410,95.0
3007930,92.0
3011520,95.0
3013050,80.0
3013260,95.0
3013340,82.0
3013590,82.0
3013830,84.0
3015420,88.0
3016230,92.0
3018540,88.0
3020100,92.0
3021090,92.0
3024230,82.0
3027790,87.0
3100016,84.0
3100021,95.0
3100022,90.0
3100088,95.0
3100095,82.0
3100098,92.0
3102910,82.0
3103600,87.0
3103810,94.0
3103990,95.0
3104100,95.0
3105340,90.0
3170110,98.0
3170710,84.0
3171220,97.0
3171580,83.0
3172390,88.0
3172810,92.0
3172840,82.0
3173470,95.0
3173740,93.0
3174160,82.0
3174430,92.0
3174580,95.0
3174820,78.0
3175270,95.0
3175630,95.0
3175660,95.0
3175900,90.0
3176450,87.0
3176470,91.0
3176560,95.0
3176710,87.0
3176860,86.0
3178660,90.0
3179050,95.0
3200001,70.0
3200030,76.0
3200060,84.0
3200090,89.0
3200120,92.0
3200210,91.0
3200300,85.0
3200360,80.0
3200390,86.0
3200480,84.0
3200510,67.0
3300003,92.0
3300017,93.0
3300049,95.0
3301740,97.0
3301860,82.0
3301950,95.0
3302340,77.0
3302460,84.0
3302480,93.0
3302490,95.0
3302640,89.0
3302670,95.0
3302990,87.0
3303180,92.0
3303240,90.0
3303330,92.0
3303850,92.0
3303930,89.0
3304040,95.0
3304050,88.0
3304140,82.0
3304230,92.0
3304350,95.0
3304410,95.0
3304590,78.0
3304740,86.0
3304760,92.0
3304830,96.0
3304890,82.0
3304980,87.0
3305520,95.0
3305550,92.0
3305580,87.0
3305820,95.0
3305880,82.0
3305940,82.0
3306060,95.0
3306080,92.0
3306240,82.0
3306260,97.0
3306720,94.0
3307170,95.0
3307230,93.0
3307300,87.0
3307330,95.0
3307360,88.0
3399965,95.0
3400004,99.0
3400009,93.0
3400022,87.0
3400024,95.0
3400070,92.0
3400073,95.0
3400078,95.0
3400785,95.0
3400960,81.0
3400990,99.0
3401050,92.0
3401260,87.0
3401350,85.0
3401440,92.0
3401470,99.0
3401500,97.0
3401530,98.0
3401650,97.0
3401770,89.0
3401830,90.0
3401950,92.0
3402030,95.0
3402100,77.0
3402220,91.0
3402250,71.0
3402280,95.0
3402400,82.0
3402430,92.0
3402460,94.0
3402490,97.0
3402520,92.0
3402580,99.0
3402640,68.0
3402670,98.0
3402730,95.0
3402800,92.0
3402820,83.0
3402850,95.0
3402880,94.0
3402910,89.0
3403000,96.0
3403120,97.0
3403150,95.0
3403180,87.0
3403210,95.0
3403270,88.0
3403300,86.0
3403420,83.0
3403570,99.0
3403600,95.0
3403620,93.0
3403750,95.0
3403780,95.0
3403900,86.0
3403930,86.0
3403990,95.0
3404110,99.0
3404230,79.0
3404320,95.0
3404380,94.0
3404500,95.0
3404560,96.0
3404590,82.0
3404660,90.0
3404740,86.0
3404800,95.0
3404920,90.0
3404980,98.0
3405310,96.0
3405490,88.0
3405610,96.0
3405760,90.0
3405820,92.0
3405880,87.0
3405940,95.0
3405970,98.0
3406000,92.0
3406040,95.0
3406060,92.0
3406270,90.0
3406300,92.0
3406330,92.0
3406360,95.0
3406390,95.0
3406540,91.0
3406570,94.0
3406660,98.0
3406870,95.0
3406930,95.0
3406990,87.0
3407140,94.0
3407170,92.0
3407230,95.0
3407290,87.0
3407350,92.0
3407410,97.0
3407440,95.0
3407530,98.0
3407570,98.0
3407590,94.0
3407680,78.0
3407740,94.0
3407800,95.0
3407830,79.0
3407890,91.0
3407920,87.0
3407980,98.0
3408040,95.0
3408060,95.0
3408100,91.0
3408190,94.0
3408220,82.0
3408400,96.0
3408490,96.0
3408500,92.0
3408520,95.0
3408610,90.0
3408640,77.0
3408820,97.0
3408850,90.0
3408940,91.0
3409090,86.0
3409120,92.0
3409210,94.0
3409240,97.0
3409270,95.0
3409330,96.0
3409360,95.0
3409420,89.0
3409450,96.0
3409550,92.0
3409660,87.0
3409750,94.0
3409990,95.0
3410020,82.0
3410050,95.0
3410080,96.0
3410110,96.0
3410200,99.0
3410320,85.0
3410440,94.0
3410470,92.0
3410500,96.0
3410560,94.0
3410590,98.0
3410650,96.0
3410710,98.0
3410720,99.0
3410740,95.0
3410810,84.0
3410980,96.0
3411010,95.0
3411160,81.0
3411220,73.0
3411280,95.0
3411310,95.0
3411340,76.0
3411400,93.0
3411430,92.0
3411460,83.0
3411490,90.0
3411610,97.0
3411640,86.0
3411700,96.0
3411730,99.0
3411760,98.0
3411880,94.0
3411970,96.0
3411980,95.0
3412060,95.0
3412260,96.0
3412270,89.0
3412360,87.0
3412420,98.0
3412480,95.0
3412510,98.0
3412540,79.0
3412570,90.0
3412600,79.0
3412630,98.0
3412690,85.0
3412720,77.0
3412810,95.0
3412840,77.0
3412870,81.0
3412900,95.0
3412930,80.0
3412960,91.0
3412990,92.0
3413000,92.0
3413050,92.0
3413080,95.0
3413110,92.0
3413140,76.0
3413200,87.0
3413230,92.0
3413290,95.0
3413320,92.0
3413350,95.0
3413410,96.0
3413530,87.0
3413560,97.0
3413590,98.0
3413620,92.0
3413650,97.0
3413680,97.0
3413750,94.0
3413770,82.0
3413800,94.0
3413830,97.0
3414010,87.0
3414280,88.0
3414310,95.0
3414340,93.0
3414400,98.0
3414460,92.0
3414490,95.0
3414580,95.0
3414640,92.0
3414670,96.0
3414850,95.0
3414940,95.0
3415090,95.0
3415210,96.0
3415330,94.0
3415360,93.0
3415390,87.0
3415450,93.0
3415480,93.0
3415510,98.0
3415540,92.0
3415630,92.0
3415900,98.0
3415930,95.0
3416080,93.0
3416110,98.0
3416230,92.0
3416290,68.0
3416380,85.0
3416470,88.0
3416500,93.0
3416560,98.0
3416710,94.0
3416740,95.0
3416800,83.0
3416860,95.0
3416870,92.0
3416890,98.0
3416970,94.0
3417070,96.0
3417100,98.0
3417220,97.0
3417280,95.0
3417430,95.0
3417460,97.0
3417500,97.0
3417520,94.0
3417550,99.0
3417580,80.0
3417610,91.0
3417700,98.0
3417760,98.0
3417820,98.0
3417920,95.0
3418000,89.0
3418040,99.0
3418060,80.0
3418120,93.0
3418150,82.0
3418300,92.0
3418330,92.0
3500010,85.0
3500030,80.0
3500060,70.0
3500110,22.0
3500120,76.0
3500150,77.0
3500160,41.0
3500180,71.0
3500210,63.0
3500240,75.0
3500300,69.0
3500390,64.0
3500570,83.0
3500690,71.0
3500900,71.0
3500990,75.0
3501080,82.0
3501110,73.0
3501170,62.0
3501260,89.0
3501500,86.0
3501530,72.0
3501560,72.0
3501650,89.0
3501680,74.0
3501740,83.0
3501890,74.0
3502070,82.0
3502100,65.0
3502250,68.0
3502310,82.0
3502370,73.0
3502430,79.0
3502460,72.0
3502520,72.0
3600004,88.0
3600005,92.0
3600008,85.0
3600009,87.0
3600010,82.0
3600011,92.0
3600013,77.0
3600014,82.0
3600016,84.0
3600018,77.0
3600021,92.0
3600025,95.0
3600053,18.0
3600076,61.0
3600077,76.0
3600078,78.0
3600079,86.0
3600081,70.0
3600083,66.0
3600084,60.0
3600085,56.0
3600086,70.0
3600087,73.0
3600088,71.0
3600090,57.0
3600091,86.0
3600092,69.0
3600094,54.0
3600095,74.0
3600096,66.0
3600097,66.0
3600098,77.0
3600099,89.0
3600100,82.0
3600101,72.0
3600102,79.0
3600103,80.0
3600115,83.0
3600119,80.0
3600120,67.0
3600121,46.0
3600122,69.0
3600123,70.0
3600125,96.0
3600151,75.0
3600152,75.0
3600153,83.0
3601022,87.0
3601061,22.0
3601072,95.0
3601087,82.0
3601088,92.0
3601093,92.0
3601103,82.0
3602340,92.0
3602430,82.0
3602460,64.0
3602520,87.0
3602550,92.0
3602730,92.0
3602820,82.0
3602920,93.0
3602940,74.0
3602970,68.0
3603180,92.0
3603270,88.0
3603420,92.0
3603480,81.0
3603720,92.0
3603840,94.0
3603870,91.0
3603930,88.0
3603990,92.0
3604050,87.0
3604080,90.0
3604110,97.0
3604140,83.0
3604290,92.0
3604710,93.0
3604740,98.0
3604870,65.0
3605280,73.0
3605310,94.0
3605340,95.0
3605460,96.0
3605580,88.0
3605640,95.0
3605850,65.0
3605940,98.0
3606060,99.0
3606160,82.0
3606240,87.0
3606330,92.0
3606390,77.0
3606470,92.0
3606500,95.0
3606540,87.0
3606570,90.0
3606630,87.0
3606720,92.0
3606780,95.0
3606840,87.0
3606870,85.0
3606900,87.0
3606990,97.0
3607020,95.0
3607230,82.0
3607260,95.0
3607290,92.0
3607320,92.0
3607470,87.0
3607530,90.0
3607590,96.0
3607980,82.0
3608010,95.0
3608130,98.0
3608160,93.0
3608310,90.0
3608400,83.0
3608430,93.0
3608460,87.0
3608490,92.0
3608580,95.0
3608790,87.0
3608880,89.0
3608970,87.0
3609030,92.0
3609090,95.0
3609120,95.0
3609210,82.0
3609330,72.0
3609420,77.0
3609540,95.0
3609630,96.0
3609660,82.0
3609690,91.0
3609720,93.0
3609840,97.0
3609990,93.0
3610050,95.0
3610080,93.0
3610170,92.0
3610200,95.0
3610500,82.0
3610560,68.0
3610680,96.0
3610710,86.0
3610890,96.0
3610950,67.0
3610980,90.0
3611520,92.0
3611550,79.0
3611670,90.0
3611700,83.0
3611760,97.0
3611880,80.0
3611910,87.0
3611970,82.0
3612180,76.0
3612240,87.0
3612270,66.0
3612330,89.0
3612360,77.0
3612450,82.0
3612510,94.0
3612630,91.0
3612720,87.0
3612990,92.0
3613080,94.0
3613290,94.0
3613350,92.0
3613530,92.0
3613590,82.0
3613620,98.0
3613740,99.0
3613950,95.0
3613980,95.0
3614010,83.0
3614130,41.0
3614190,95.0
3614280,97.0
3614340,89.0
3614400,95.0
3614430,92.0
3614460,94.0
3614580,92.0
3614640,92.0
3614700,95.0
3614730,92.0
3614760,82.0
3614820,87.0
3614850,86.0
3614940,77.0
3614970,77.0
3615090,93.0
3615180,79.0
3615210,87.0
3615300,92.0
3615360,96.0
3615390,93.0
3615450,95.0
3615510,95.0
3615540,97.0
3615570,86.0
3615630,75.0
3615780,90.0
3615810,98.0
3615900,82.0
3615980,77.0
3615990,82.0
3616080,99.0
3616170,87.0
3616230,87.0
3616260,96.0
3616290,81.0
3616440,67.0
3616560,89.0
